Name,Current Price,Discout,Old Price,Shipping Status,No Of Reviews
air buds/ Bluetooth Earphones / wireless earbuds With Charging Case,Rs. 888,-56%,"Rs. 1,999",Free Shipping,161
Timack® P36 Air Buds TWS Wireless Earbuds - Airdots Wireless Headphones Bluetooth 5.1 Stereo Bass Handsfree Earphones Gaming Earbuds Headset With Mic Charging Box Headphones For All Smartphones,"Rs. 1,952",-52%,"Rs. 4,100",Free Shipping,47
Branded M22 Buds Pro 4 Buds Version with Extra 2 Buds Wireless Bluetooth EarBuds Stereo Earphones with Power bank Pod bluetooth ear phone Ear Buds AIrdots Premium Quality,"Rs. 2,020",-80%,"Rs. 10,000",Pakistan,12
"Timack® N21 Air Buds TWS Earbuds - Airdots Wireless Earbuds, Stereo Stereo Bass Handsfree True Wireless Earphone Touch Control Sport Earbuds With Microphone Bluetooth Earphone","Rs. 1,673",-52%,"Rs. 3,500",Free Shipping,66
"Timack® KS06 Air Buds TWS Earbuds - Airdots Wireless Earbuds,TWS Gaming Earphone Bluetooth 5.1 Low Latency Professional Gamer Bluetooth Headphone 9D Stereo Bass Handsfree, HiFi Headset with Mic for PUBG Game","Rs. 2,100",-53%,"Rs. 4,499",Free Shipping,101
"Timack® M32 Air Buds TWS Earbuds - Airdots Wireless Earbuds, Wireless Headphones Stereo Sport Touch Headset Bluetooth V5.1 Earphones Women Earbuds with Microphone Power Bank 2000mAh","Rs. 1,859",-55%,"Rs. 4,100",Free Shipping,71
Pro 3 Wireless Bluetooth Earphone Headphone Smart Touch Stereo Earbuds Headset With Charging Box Headphone For iPhone Android,"Rs. 1,318",-27%,"Rs. 1,800",Free Shipping,403
V19 TWS Bluetooth Earphone Waterproof 3D Stereo HIFI Music Wireless Earbuds Handsfree Waterproof Business Headphone with Mic,"Rs. 1,049",-42%,"Rs. 1,800",Free Shipping,0
inpods 12 TWS Matte Pink Colored For Girls Touch Control Bluetooth 5.0 i12 Wireless SterEarbuds,Rs. 909,-55%,"Rs. 2,000",Pakistan,6
Homel TWS Wireless Bluetooth 5.0 Headset 9D Hifi Stereo Bluetooth Earphones Noise Cancelling Sport Headphones Mini In-ear Wireless Earbuds Driving Hand free Headset,"Rs. 1,788",-28%,"Rs. 2,499",Free Shipping,857
"I7s TWS Air-pods_Bluetooth 5.0 with Super Sound & High Quality True Wireless Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart Devices",Rs. 789,-54%,"Rs. 1,700",Free Shipping,14
TWS Wilreless Bluetooth5.1 Headphones IPX7 Waterproof Sport Headset Noise Reduction Stereo Earbuds Touch Control Bluetooth Earphones with LED Charging Case,"Rs. 1,658",-34%,"Rs. 2,499",Free Shipping,782
TWS Wireless Bluetooth 5.3 Headset Waterproof Sport Earbuds Stereo In Ear Headphones Touch Control HIFI Sound Earphones with LED Charging Case for Smartphone Charging,"Rs. 2,018",-19%,"Rs. 2,499",Free Shipping,787
Single ear Car Wireless Bluetooth Earphones Long Standby Headsets Business Headphones Sport Earbuds with mic,"Rs. 1,089",-21%,"Rs. 1,386",Free Shipping,112
Fashion Headset N26 Bluetooth Earphone USB Charging Wireless Headphone HiFi Bass Earphone For All Phones,"Rs. 1,078",-35%,"Rs. 1,660",Free Shipping,102
TWS Wireless Bluetooth 5.3 Earphone Stereo HiFi Sound Music Headphones Waterproof Sport Headsets Handfree Driving Gaming Earbuds with Charging Case and Type-c Port,"Rs. 2,488",-41%,"Rs. 4,231",Free Shipping,757
True Wireless Gaming Earphones Bluetooth5.1 Headset Cool Breathing Light Earbuds Noise Cancelling Headphones For iOS Android,"Rs. 2,638",-41%,"Rs. 4,486",Free Shipping,37
"Homel Wireless Bluetooth5.0 Headphone, Waterproof Sport Headset, Long Standby Business Earphone with Microphone, Noise Cancelling Earhook Earbuds for IOS Android Windows Smartphone","Rs. 1,228",-41%,"Rs. 2,089",Free Shipping,796
"Double Mode Gaming/Music Bluetooth Earbuds, TWS Wireless Bluetooth5.2 Headset, Waterproof Sport Headphones, Touch Control Noise Cancellation Bluetooth Earphones with Led Display Charging Case","Rs. 1,459",-20%,"Rs. 1,835",Free Shipping,10
60 Hours Wireless Bluetooth Earphones Magnetic Sports Long Standby Running Headset IPX5 Waterproof Sport Earbuds Noise Reduction Neckband Headphone,"Rs. 2,392",-17%,"Rs. 2,899",Free Shipping,249
Wireless Bluetooth 5.2 Earphone Neckband Bluetooth Headphones Waterproof Sports Wireless Earbuds for Running Cycling Hiking Driving Headset,"Rs. 1,428",-41%,"Rs. 2,429",Free Shipping,781
Air Conduction Bluetooth Earphone Painless Wear Sport Earhook Headset Noise Cancelling Bluetooth Headphones Open Ear Wireless Earbuds,"Rs. 1,694",-32%,"Rs. 2,499",Free Shipping,765
M10 TWS Wireless Bluetooth Earbuds with Touch Control and LED Display on Charging Box,"Rs. 1,549",-14%,"Rs. 1,800",Pakistan,14
Flashlight Design Bluetooth 5.1 Neckband Headset Sport Wireless Headphone Noise Cancelling Bluetooth Earphones Magnetic Earbuds Support TF Card Playback,"Rs. 1,928",-23%,"Rs. 2,499",Free Shipping,97
M-K8 Single Ear Not-in Ear Hook Wireless Bluetooth 5.2 Earphone Car Business Headset Waterproof Headset with Digital Dispay,"Rs. 1,044",-37%,"Rs. 1,660",Free Shipping,784
"i12 white TWS Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",Rs. 799,-67%,"Rs. 2,400",Free Shipping,50
Wireless Bluetooth Earphones Or Hand Free - All Mobile Supported - Box Packed,Rs. 256,-68%,Rs. 800,Pakistan,14
I7s tws Airpods_Sports Handsfree Tws Earphone Wireless Bluetooth 5.0 with Microphone Charging Box Earbuds Mini Handfree,"Rs. 1,300",Discount not offered,Not Available,Free Shipping,37
TWS Wireless Earphone Bluetooth 5.2 Ear Hook Headset Noise Cancelling HD Call Bluetooth Headphone Hifi Sound Earbuds with Charging Case,"Rs. 1,388",-41%,"Rs. 2,361",Free Shipping,782
TWS Bluetooth Headset Sport In-Ear Wireless Headphones Noise Reduction Earbuds Handsfree With Charger Case,"Rs. 1,248",-41%,"Rs. 2,123",Free Shipping,783
TWS Bluetooth Wireless Earphones Long Standby Single ear In ear Headsets Business Headphones Sport Music Earbuds with HD Call mic,"Rs. 1,972",-21%,"Rs. 2,499",Free Shipping,111
Wireless Bluetooth 5.0 Earphone Sports Sweatproof Headphone Earbuds,Rs. 849,-58%,"Rs. 1,999",Free Shipping,94
TWS Bluetooth 5.0 Earphones True Wireless Headphones LED Display Mini In-ear Earbuds Stereo HD Call Headset with Chagring Case for Smart Phones,"Rs. 1,758",-30%,"Rs. 2,499",Free Shipping,772
Wiresto S500 Gaming Bluetooth Earphone Deep Bass Wireless Earphones Breathing Light In-Ear Headphones Music Dual Mode Earphones Bluetooth Earbuds PUBG MLBB Headphones,"Rs. 2,310",-37%,"Rs. 3,658",Free Shipping,123
Bluetooth 5.0 Headset Magnetic Neckband Earphone Waterproof Sport Headphone Driving Earbuds,"Rs. 1,118",-33%,"Rs. 1,660",Free Shipping,781
Misuli V16 Single Ear Headset with Mic Bluetooth 5.2 Earphone Noise Cancelling Waterproof Earpiece Wireless Handsfree Long Standby Time Type-c,"Rs. 1,957",-18%,"Rs. 2,399",Free Shipping,241
Wireless Bluetooth 5.1 Headset Noise Reduction Stereo In Ear Headphones Sport Music Bluetooth Earphones with Mic for Gaming Business Sport Earbuds,"Rs. 3,018",-34%,"Rs. 4,599",Free Shipping,787
Lenovo XT92 Gaming Earphone Wireless BT5.1 Low Latency Earbuds with 10mm Moving Coil/AAC+SBC/Mic Professional Gamer Headset,"Rs. 3,551",-23%,"Rs. 4,599",Free Shipping,59
I7 WIRELESS MUSIC EARPHONE SINGLE EAR,Rs. 380,Discount not offered,Not Available,Free Shipping,2
Lenovo X3 Bluetooth Earphone Bone Conduction Wireless Headphones,"Rs. 2,748",-40%,"Rs. 4,599",Free Shipping,782
samsung Galaxy Buds Pro R190 / Samsung R-190 Buds pro Wireless Bluetooth Earbuds,"Rs. 2,573",-32%,"Rs. 3,799",Pakistan,19
Branded M90 Buds Wireless Bluetooth EarBuds Stereo Earphones with Power bank bluetooth ear phone Ear Buds AIrdots Premium Quality,"Rs. 1,990",-75%,"Rs. 8,000",Pakistan,62
"Timack® YX06 Air Buds TWS Earbuds - Airdots Wireless Earbuds, Transparent Bluetooth Earphones Stereo Wireless inpods V5.3 Bluetooth Headphones Touch Control Noise Cancelling Gaming Headset","Rs. 2,603",-41%,"Rs. 4,400",Free Shipping,66
Ajaaz Airpods_Pro - Gaming Earbuds - Earbuds Pro - True Wireless earbuds - Wireless Buds - Gaming Earphones - TWS - Bluetooth - Gaming Headset - Gaming Earbuds - Bluetooth 5.0 - Sport Headset - Digital Display - Noise Reduction - AJazz A1 Earbuds,"Rs. 3,300",-38%,"Rs. 5,300",Pakistan,15
AzaTech Wireless Bluetooth Handfree Magnetic Suction Function Wireless Earbuds Bluetooth handfree,Rs. 321,-68%,Rs. 999,Pakistan,25
Tecno BD01 True Stereo Sound Wireless Earbuds - White,"Rs. 3,000",Discount not offered,Not Available,Free Shipping,4
"i12 TWS Airpods_ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",Rs. 840,-58%,"Rs. 2,000",Pakistan,19
(AHMAD TRADERS) TWS M10 Rave BT Wireless Bluetooth V5.1 Earbuds Finger Touch Control Noise Cancellation with LED Display Sport Earphones with Power Bank in Ear Base with Built Mic,"Rs. 1,352",-61%,"Rs. 3,500",Free Shipping,6
Mini Bluetooth Wireless Stereo Headset/Earphone/Handsfree/Headphone With Mic For All Android Phones/Bluetooth Headset For All Mobiles/Special Blue Tooth Headset,Rs. 494,-67%,"Rs. 1,500",Pakistan,71
Lenovo He05 Lenovo Neckband HE05 Wireless Handsfree X-Bass Bluetooth v5.0 Sports / Gym / Fitness Companion,"Rs. 1,209",-39%,"Rs. 1,990",Pakistan,0
TWS Y80 Wireless Bluetooth 5.1 Earphones Waterproof Sport Touch Control Headphones Handfree Calling Noise Cancelling Earbuds with LED Display Charging Case,"Rs. 1,358",-46%,"Rs. 2,499",Free Shipping,761
Wireless Bluetooth Earbuds HIFI Stereo Sound In-Ear Bluetooth Earphone Waterproof Touch Control with Charing Case,"Rs. 1,199",-45%,"Rs. 2,199",Free Shipping,109
Wireless Bluetooth Earphone TWS Handfree Earbuds Noise Cancelling In Ear Headphones HiFi Stereo Sound Music Sport Gaming Headset with Charging Case and Type-c Porttooth headset,"Rs. 2,488",-41%,"Rs. 4,231",Free Shipping,779
TWS Bluetooth 5.3 Earphone Touch Control Noise Reduction Headphones HiFi Stereo Sport Waterproof Handfree Call Eabuds Headset with Charging Case,"Rs. 1,728",-31%,"Rs. 2,499",Free Shipping,771
Oneplus Wireless bulletsss Z Neckband Earphones Bass Edition Bluetooth 5.0 Ip55 Up To 20/17 Hours Charge For 10 Minutes Enjoy For 10 Hours - Earphones & Headphones Mic for Gym Running Compatible with iPhone Samsung Android (Deep Black),"Rs. 1,550",-3%,"Rs. 1,599",Free Shipping,89
New single wireless s109 bluetooth headset/headphone hanging on Ear/Earphone/,Rs. 598,-67%,"Rs. 1,800",Free Shipping,10
Lenovo Wireless Headset Bluetooth 5.0 Voice Call Headphones Dual Stereo Bass Touch LP2 Update IPX5 Waterproof Dual Microphone SBC HD Audio Earphone,"Rs. 3,298",-28%,"Rs. 4,599",Free Shipping,782
True Wireless Bluetooth 5.0 Headset Hifi Stereo Gaming Music Earphones Neck-hanging Earbuds Noise Reduction Headphone with LED Charging Box with Mic Support TF Card,"Rs. 2,638",-41%,"Rs. 4,486",Free Shipping,808
"TWS Wireless Earbuds, Noise Cancelling Bluetooth Gaming Earphones, Waterproof E-Sport In Ear Headphones, 9D Stereo Mini Bluetooth Headset with LED Charger Case","Rs. 1,758",-30%,"Rs. 2,499",Free Shipping,758
Misuli Z3 TWS Single Headset Bluetooth 5.2 180° Rotation LED Display Waterproof Volume Adjust Sport Type-C Earhook Earphone,"Rs. 1,536",-30%,"Rs. 2,199",Free Shipping,225
Wireless Bluetooth 5.3 Earbuds TWS 9D Stereo Handfree Headphones Waterproof Sports Earphones Noise Reduction Headset With Charging Case,"Rs. 2,128",-15%,"Rs. 2,499",Free Shipping,22
[In stock] V9 Business Headset Bluetooth V5.0 Wireless Earbuds Noise Reduction Earphone Stereo HiFi Sound Music Headphone Sports Driving Handsfree Earphones Long Standby Headphone with Mic,Rs. 988,-40%,"Rs. 1,660",Free Shipping,396
M90 Pro Earbuds TWS Bluetooth 5.3 Headphones Touch Control Earphones LED Display Headset 9D HiFi Quality Imported Wireless Earbuds,"Rs. 1,731",-25%,"Rs. 2,300",Pakistan,83
I7S AND I12 Double Wireless Bluetooth Hand Free with Power Bank AirPods Stereo Earphones White bluetooth ear phone for all cell phones,Rs. 899,-63%,"Rs. 2,400",Free Shipping,66
Bluetooth Earphones TWS BT 5.0 Wireless Headsets HIFI Sound Touch Headphones Sport Waterproof Earbuds with Charing Case,"Rs. 1,198",-46%,"Rs. 2,199",Free Shipping,104
Maxon G-100 Gaming Earpods In-ear headphones Earbuds Wireless earbuds Bluetooth earbuds Gaming headphones High-quality audio Noise-cancelling Sweat-resistant Comfortable fit Long battery life Portable design Hands-free calling Voice assistant compatible -,"Rs. 3,910",-2%,"Rs. 3,990",Free Shipping,3
"Neckband Bluetooth 5.0 Sport Headset, Magnetic Earphone, 9D Deep Bass Headphone, Button Control Neck-mounted Earbuds","Rs. 1,098",-34%,"Rs. 1,660",Free Shipping,99
M10 TWS Wireless Headphones Touch Control Bluetooth-Compatible 5.1 Earphones Wireless Headset Waterproof 9D Hifi Quality Earbuds,"Rs. 1,630",-35%,"Rs. 2,500",Pakistan,16
Wireless Bluetooth Earphones Single Ear Hook Business Stereo Headphones Headset Handsfree Sports Earphones With Microphone,Rs. 608,-41%,"Rs. 1,035",Free Shipping,106
Bluetooth 5.1 Wireless Headset IPX6 Waterproof Long Standby Headphone Single Earhook Earphone Noise Cancelling Bluetooth Earbuds with Microphone for Phone,"Rs. 1,338",-41%,"Rs. 2,276",Free Shipping,27
Wiresto Handsfree Original Earphones True Wireless Earbuds Mini EarphoneTWS Bluetooth V5.0 Headset Sport Music Stereo Headphone LED Display Noise Canceling with Microphone Free Case,"Rs. 1,990",-29%,"Rs. 2,788",Free Shipping,110
i12 TWS Wireless Bluetooth5.0 Earbuds Smart Touch Control Headset HIFI Sound Earphone Mini Stereo Bass Handsfree Headphone,Rs. 854,-49%,"Rs. 1,664",Free Shipping,20
M10 TWS Wireless Headphones Touch Control Bluetooth-Compatible 5.1 Earphones Wireless,"Rs. 1,450",Discount not offered,Not Available,Free Shipping,2
Wireless Bluetooth 5.0 Headset Sports Mini Invisible In-Ear Earbuds with Microphone Super Stereo Headphones for Running Driving Handfree Earphones,Rs. 770,-37%,"Rs. 1,215",Free Shipping,197
Bluetooth 5.0 Headset 9D HiFi Noise Reduction Stereo Wireless Earbuds TWS Bluetooth Earphones Waterproof Sport In Ear Bluetooth Headphones,"Rs. 1,816",-27%,"Rs. 2,499",Free Shipping,191
100% Origional S20 Earbuds V5.1 BT Wireless / Newest Digital Indicator / True Wireless Headest With Best price in pakistan,"Rs. 1,899",-53%,"Rs. 3,999",Pakistan,0
"New Advanced TWS Wireless Earbuds Bluetooth With LED Fingerprint Touch Sensor Control & Super loud 9D Stereo Sound. Bluetooth Earphones, M10 Earbuds With Microphone Bluetooth Airpods_ Pro, F9 Wireless Earbuds , i12 Airpods_ , Wireless Bluetooth Handfree","Rs. 1,699",-6%,"Rs. 1,799",Pakistan,77
Wireless Bluetooth Handfree Earphone Magnet Bluetooth Headset,Rs. 296,-70%,"Rs. 1,000",Pakistan,20
Homel TWS 5.2 Bluetooth Headphones Touch Control Sport Wireless Headset Mini In-Ear Earbuds Handfree Business Calling Earphones,"Rs. 1,688",-32%,"Rs. 2,499",Free Shipping,33
TWS Wireless Bluetooth 5.2 Earphone Waterproof Gaming Earbuds Stereo Headset with Mic Sport Earphones with LED Display Charging Case,"Rs. 2,898",-30%,"Rs. 4,131",Free Shipping,459
Air Pro TWS with Charging Case White i12 Pro Earbuds Air Buds Bluetooth Earphone Wireless Handsfree,"Rs. 1,384",-52%,"Rs. 2,899",Free Shipping,17
TWS Wireless Earphones - Earbud - Stereo Earbuds - Bluetooth Earpods - Noise cancelling Earbuds - Stereo Earbuds - Ear buds -True wireless earbuds - Earbuds Pro - Earpod - Imported earbuds - Original Earpods - Low Latency Earphone - Digital Earbuds,"Rs. 4,250",-20%,"Rs. 5,299",Pakistan,40
Free Shipping Branded Samsung Galaxy Buds Pro Wireless Bluetooth EarBuds Stereo Earphones with Power bank bluetooth ear phone EarBuds Premium Quality,"Rs. 3,950",-61%,"Rs. 10,000",Pakistan,23
Wireless Bluetooth 5.1 Headphone Neckband Bluetooth Headset Waterproof Sports Wireless Earbuds for Running Cycling Hiking Driving Headset,"Rs. 1,438",-40%,"Rs. 2,400",Free Shipping,760
I7s TWS Earbuds Earphones,Rs. 649,-35%,"Rs. 1,000",Free Shipping,1
Original i12 Tws Touch Sensor Airpods_ / Earphones With Charging Case Dock For All Mobiles - White-Color Family:White,Rs. 550,-71%,"Rs. 1,900",Pakistan,58
Wireless Bluetooth Handsfree 5.0 Neckband Sports New Version Magnetic Headphone/headset/Handfree//Earphone,Rs. 389,-74%,"Rs. 1,500",Free Shipping,31
S530 Mini Wireless Stereo Bluetooth (Connect with All Bluetooth Devices).,Rs. 295,-71%,"Rs. 1,000",Pakistan,157
i7s & i11 & i 12 g Doc For Android & all Phones Wireless with Noise Cancelling Microphone,Rs. 840,-7%,Rs. 899,Free Shipping,88
Long Standby Bluetooth 5.3 Earphones with Mic Wireless Bluetooth Intelligent Noise Reduction Headset Waterproof In-ear Headphone for Driving Running Sports Support TF Card,"Rs. 1,909",-24%,"Rs. 2,499",Free Shipping,94
M10 TWS Wireless Earbuds Bluetooth 5.1 | M10 Earbuds Bluetooth 5.1 Earphones 3500mah Charging Box Wireless Stereo Earphones Sports,"Rs. 1,469",-41%,"Rs. 2,500",Free Shipping,0
M28 TWS earbuds wireless Bluetooth gaming earphones airpods_ with power bank stereo high bass music headphones touch control sensors Led display headset high quality premium airdots for android mobile phones,"Rs. 1,889",-58%,"Rs. 4,500",Pakistan,0
"M10 TWS Bluetooth Earbuds Wireless Earbuds Bluetooth 5.1 headphones Wireless Earphones, Stereo IPX7 Waterproof Headsets Wireless Earphones with 3500 mah LED Display Charging Case/Box | Powerbank","Rs. 1,399",-36%,"Rs. 2,199",Free Shipping,1
TWS Bluetooth 5.2 Earbuds Sport Wireless Headphones Stereo HiFi Music Earphones Touch Control Handfree Earbuds with Charging Case,"Rs. 1,458",-35%,"Rs. 2,254",Free Shipping,22
TWS M10 Earbuds Bluetooth 5.1 Earphones 3500mAh Charging Box Wireless Stereo Headphones Sports / m10 Bluetooth earbuds / Bluetooth Airpods Handfree M28,"Rs. 1,349",-33%,"Rs. 2,000",Free Shipping,0
wireless Bluetooth single earphones handfree all mobile support,Rs. 369,-39%,Rs. 600,Free Shipping,3
TWS Wireless Bluetooth Earphone Waterproof Sport Handfree Headphones Touch Control HiFi Stereo Sound Music Earbuds Noise Cancelling Headset with Charging Case and Flashlight,"Rs. 1,797",-28%,"Rs. 2,499",Free Shipping,98
A6S Pro TWS Wireless Bluetooth Earphone Noise Cancelling Headset Earbuds IPX4 Waterproof Headphone,"Rs. 1,128",-57%,"Rs. 2,600",Free Shipping,51
Multifunction Wireless Bluetooth Headset Stereo Headphone Earphone Sport Handfree Universal Headphone,"Rs. 1,228",-41%,"Rs. 2,089",Free Shipping,533
i7s TWS Wireless Twins Bluetooth Wireless Earphones Headphones Bluetooth 5.0 Built in Mic with Charging Case Noise Cancellation TWS Stereo Earphones Auto Pairing Sport Headsets,Rs. 790,-74%,"Rs. 3,000",Pakistan,0
M90 Pro TWS Bluetooth Headphones Touch Control Earphones LED Display Headset 9D HiFi Quality Wireless Earbuds,"Rs. 1,599",-64%,"Rs. 4,500",Pakistan,62
Redmi Airdots TWS Wireless Bluetooth Earphone Stereo bass Mi Air Dots Bluetooth 5.0 With Mic Handsfree,"Rs. 1,349",Discount not offered,Not Available,Pakistan,20
M19 Earbuds TWS Earphone Touch Control Wireless Bluetooth 5.1 Headphones With Microphone With flashlight,"Rs. 1,499",-23%,"Rs. 1,950",Pakistan,0
"Mini Earbuds Excellent Sound Quality Water Proof Bluetooth 5.0 TWS Wirless Earbuds T2s Airdots Headphones Sport Gaming Headset Earbuds with Mic sound like tws f9 earbuds , m10 earbuds , i12 , i7 , pro 6 For all Bluetooth Devices Android / IOS / Zi Tech","Rs. 1,430",-47%,"Rs. 2,700",Pakistan,24
Audionic Airbud Pro Plus - 3rd Generation Technology - Original - With Anti-Lost Strap & One Year Brand Warranty,"Rs. 3,499",-48%,"Rs. 6,790",Free Shipping,1
